_d3136 		um this week she has started to make up words . 
_d3262 		still , he remained on the balcony , enchanted by the beautiful song . 
_d3262 		when the song was over , Eric looked out across the sea . 
_d3262 		he hoped to catch a glimpse of the wonderful girl who had saved him . 
_d3262 		who are you , he called out into the night . 
_d3262 		but all he heard was the echo of his own voice . 
_d3262 		I'll be back soon , Ariel whispered as she and Flounder swam toward home . 
_d3262 		what are you doing , silly ? 
_d3262 		you're all tangled up in the wire !
_d3262 
_d3262 		let me get you untangled . 
_d3262 		oh my gosh . 
_d3262 		xxx .
_d3262 
_d3262 		xxx .
_d3262 
_d3262 		xxx .
_d3262 
_d3262 		is that my head ?
_d3262 
_d3262 		right , that's my forehead .
_d3262 
_d3263 		what else is on my face ? 
_d3263 		do I have a nose ? 
_d3263 		what else do I have ? 
_d3263 		eyebrows ?
_d3263 
_d3263 		eye:lids . 
_d3263 		right .
_d3263 
_d3263 		eyelids .
_d3263 
_d3263 		xxx .
_d3263 
_d3263 		xxx .
_d3263 
_d3263 		what else do I have ? 
_d3263 		I have eyes , you're right .
_d3263 
_d3263 		I'm not wearing a necklace today .
_d3263 
_d3263 		right .
_d3263 
_d3263 		I've got a head .
_d3263 
_d3263 		can I hold them ?
_d3263 
_d3263 		so they don't break ?
_d3263 
_d3263 		thank you .
_d3263 
_d3264 		what else do I have ? 
_d3264 		xxx do I have lips ? 
_d3264 		will you kiss my lips ?
_d3264 
_d3264 		those aren't my teeth . 
_d3264 		xxx .
_d3264 
_d3264 		really ? 
_d3264 		oh . 
_d3264 		xxx .
_d3264 
_d3264 		my tongue is in my mouth .
_d3264 
_d3264 		my teeth are in my mouth .
_d3264 
_d3264 		does +//? 
_d3264 		does the doctor look in your throat ?
_d3264 
_d3264 		a:h .
_d3264 
_d3264 		yes , you do have teeth in your mouth .
_d3264 
_d3264 		what nice teeth you have .
_d3264 		and your tongue is in your mouth too , right ? 
_d3264 		and your lips +... 
_d3264 		are on your face . 
_d3264 		on your what ?
_d3264 
_d3264 		huh ? 
_d3264 		cut . 
_d3264 		huh+ho+huh+ho .
_d3264 
_d3264 		you know who we haven't seen in a while , Honey ?
_d3264 
_d3265 		I think she's with her mommy and her grandma and her grandpa . 
_d3265 		yes .
_d3265 
_d3265 		ri:ght . 
_d3265 		are you going to go to school with Tamar in the fall ?
_d3265 
_d3265 		yes .
_d3265 
_d3265 		you want Mommy +/?
_d3265 
_d3265 		you want Mommy to get you something to eat ?
_d3265 
_d3265 		okay , no [x 
_d3265 		let's put your backpack on so you can go wherever you want .
_d3265 
_d3265 		then you can carry your backpack .
_d3265 
_d3266 		do you want Mommy to get you something to eat , sweets ?
_d3266 		careful , careful , carefu:l .
_d3266 
_d3266 		okay , but let's be gentle , (be)cause we don't want them to break .
_d3266 
_d3266 		oh , thank you . 
_d3266 		thank y(ou) +/.
_d3266 
_d3266 		thank you .
_d3266 
_d3266 		you did open them (.) carefully .
_d3266 
_d3266 		thank you very much .
_d3266 
_d3266 		thank you very much .
_d3266 
_d3267 		mmmm+hmmm . 
_d3267 		bubble+wrap .
_d3267 
_d3267 		what's the backpack song in Dora ? 
_d3267 		backpack , backpack  .
_d3267 
_d3267 		how's [: how does] the map+song go ?
_d3267 
_d3267 		xxx .
_d3267 
_d3267 		a map , on the map , on the map , on the ma:p .
_d3267 
_d3267 		hee+hee yay: .
_d3267 
_d3267 		and what about when they do something ?
_d3267 
_d3267 		do they go (.) we did it , we did it , we did it , hooray ?
_d3267 
_d3268 		yeah , I just call that the we+did+it+song . 
_d3268 		xxx .
_d3268 
_d3268 		I know +...
_d3268 
_d3268 		how many +//? 
_d3268 		do you remember how many eggs Dora had ?
_d3268 
_d3268 		when she did her easter+egg hunt ? 
_d3268 		how many eggs did she get ? 
_d3268 		did she count them in Spanish ?
_d3268 
_d3268 		how did she count them in Spanish ?
_d3268 
_d3268 		www . 
_d3268 		xxx  it goes   .
_d3268 
_d3268 		very good , Sweetie !
_d3268 
_d3268 		you counted to twelve in Spanish !
_d3268 
_d3269 		xxx . 
_d3269 		hooray +//. 
_d3269 		are you wearing Mommy's shoes ?
_d3269 
_d3269 		are they a little big on you ?
_d3269 
_d3269 		what's Ariel wearing ?
_d3269 		what's she wearing here ? 
_d3269 		a green mermaid .
_d3269 
_d3269 		swimming , swimming , swimmi:ng .
_d3269 
_d3269 		you are exercising .
_d3269 
_d3269 		what do you like to do to exercise ?
_d3269 
_d3269 		wo:w .
_d3269 
_d3269 		do you feel good when you exercise ?
_d3269 
_d3269 		yeah .
_d3269 
_d3269 		xxx .
_d3269 
_d3269 		xxx , yeah , great .
_d3269 
_d3269 		look , why don't you put this on ?
_d3269 
_d3269 		you can show Amanda .
_d3269 
_d3269 		you wanna carry it then ?
_d3269 
_d3269 		well , that's why you can put it on your back , and it won't be heavy .
_d3269 
_d3269 		oh ,  . 
_d3269 		it's not so heavy , you silly +//.
_d3269 
_d3269 		oh , Honey , be nice to the backpack .
_d3269 
_d3269 		o:h .
_d3269 
_d3269 		oh , goodness gracious .
_d3269 
_d3269 		oh+my+goodness .
_d3269 
_d3269 		you just wanna carry your box ?
_d3269 
_d3270 		no , I think it's empty now .
_d3270 		the bubble+wrap (.) is over +...
_d3270 
_d3270 		here . 
_d3270 		great . 
_d3270 		do you wanna zip it ? 
_d3270 		xxx .
_d3270 
_d3270 		xxx . 
_d3270 		xxx . 
_d3270 		hmmm . 
_d3270 		what do you have there ? 
_d3270 		ah , bubble+wrap .
_d3270 
_d3270 		and your box .
_d3270 
_d3270 		right .
_d3270 
_d3271 		do you know what numbers are on the backpack ? 
_d3271 		do you know what number that is ?
_d3271 
_d3271 		two .
_d3271 
_d3271 		and ?
_d3271 
_d3271 		right !
_d3271 
_d3271 		two and one together is twenty one . 
_d3271 		the letter +//. 
_d3271 		that's +//.
_d3271 
_d3271 		what +//?
_d3271 
_d3271 		do you know w(hat) +//?
_d3271 
_d3271 		what letter is that ?
_d3271 
_d3271 		it's a c .
_d3271 
_d3271 		that's the first letter of your name .
_d3271 
_d3271 		what is that ?
_d3271 
_d3271 		l , right .
_d3271 
_d3271 		and you know what this one is ?
_d3271 
_d3271 		that's a u: .
_d3271 
_d3271 		that +//. 
_d3271 		that is in Gabi's name .
_d3271 
_d3271 		it's a b .
_d3271 
_d3271 		it's a +//. 
_d3271 		well , that's a b .
_d3271 
_d3271 		Gabi's name is spelled +//.
_d3271 
_d3271 		well , there's no g on here .
_d3271 
_d3271 		um +/.
_d3271 
_d3271 		Gabi ! 
_d3271 		xxx l , i , l , y , Lily .
_d3271 
_d3271 		great !
_d3271 
_d3272 		and an i . 
_d3272 		oh . 
_d3272 		xxx Sweetie , should we learn a different state today ?
_d3272 
_d3272 		should I bring your place+mat over ?
_d3272 
_d3272 		no , we have_to keep that on .
_d3272 
_d3272 		just get +//. 
_d3272 		whoops , can you pick your box up , Honey ?
_d3272 
_d3272 		xxx .
_d3272 
_d3272 		okay , let's go get your map .
_d3272 
_d3272 		and then bring it over .
_d3272 
_d3272 		okay , okay , I: will sit , but you hold your bo:x and your map .
_d3272 
_d3272 		and bring it on over . 
_d3272 		sure .
_d3272 
_d3272 		here , let's put baby+beluga right there .
_d3272 
_d3272 		it('s) +/.
_d3272 
_d3272 		xxx well , you have a funny way of thinking it's upside down .
_d3272 
_d3272 		xxx .
_d3272 
_d3272 		well , actually , it's right+s(ide) +//.
_d3272 
_d3272 		it's right+s(ide) +//.
_d3272 
_d3272 		I don't know why you like to look at the map upside down , but you do .
_d3272 
_d3272 		did Daddy teach you a new state , Honey ?
_d3272 
_d3272 		did he teach you +...
_d3272 
_d3272 		which state did he teach you ?
_d3272 
_d3272 		did he teach you +...
_d3272 
_d3272 		look .
_d3272 
_d3272 		did he teach you this one ?
_d3272 
_d3273 		this green one ? 
_d3273 		what's it called ?
_d3273 
_d3273 		what is that green state called ?
_d3273 
_d3273 		where they +//.
_d3273 
_d3273 		I think they eat lots_of crabs there .
_d3273 
_d3273 		is it Maryland ?
_d3273 
_d3273 		yeah , the green one over here's [: here is] Maryland .
_d3273 
_d3273 		the little tiny pink one or the green one ?
_d3273 
_d3273 		the green one is called Maryland .
_d3273 
_d3273 		yeah , it's all one state .
_d3273 
_d3273 		it has a big +//.
_d3273 
_d3273 		it has a body of water (.) in there , but the  green one is Maryland .
_d3273 
_d3273 		it's called Maryland . 
_d3273 		it's a state .
_d3273 
_d3273 		that's where Daddy went to college .
_d3273 
_d3273 		Daddy went to school in Maryland . 
_d3273 		you have_to be careful , Honey . 
_d3273 		no: .
_d3273 
_d3273 		you have_to be gentle with it .
_d3273 
_d3273 		yes .
_d3273 
_d3273 		do you want Mommy to get you something to eat , Honey ?
_d3273 
_d3273 		okay , Honey +...
_d3273 
_d3273 		xxx let's relax , shall we ?
_d3273 
_d3274 		why are you panting like a dog ? 
_d3274 		xxx .
_d3274 
_d3274 		you (.) are (.) silly .
_d3274 
_d3274 		alright , what would you like to eat ?
_d3274 
_d3274 		xxx .
_d3274 
_d3275 		you're sitting with the fish a:nd Ariel . 
_d3275 		yes .
_d3275 
_d3275 		xxx alright , Sweetie .
_d3275 
_d3275 		xxx then ask Mommy nicely to clean it .
_d3275 
_d3275 		xxx let me clean it .
_d3275 
_d3275 		oh , Honey , Honey .
_d3275 
_d3275 		this is not something to get worked up over . 
_d3275 		there we go .
_d3275 		luck ?
_d3275 
_d3276 		oh , you wanna go look ? 
_d3276 		xxx well , how about a yogurt bar ?
_d3276 
_d3276 		do you want a yogurt bar ?
_d3276 
_d3276 		it is cold .
_d3276 
_d3276 		do you want chocolate+milk ?
_d3276 
_d3276 		xxx okay , Honey ?
_d3276 
_d3277 		Honey , why are you  ? 
_d3277 		Sweetie +... 
_d3277 		yeah .
_d3277 
_d3277 		shall I get you chocolate+milk first ?
_d3277 
_d3277 		okay , how do y(ou) +/?
_d3277 
_d3277 		ho(w) +//?
_d3277 
_d3277 		let me get the chocolate+milk first .
_d3277 
_d3277 		you look at the book while I get the chocolate+milk , okay ?
_d3277 
_d3277 		okay ? 
_d3277 		is that okay , Honey ?
_d3277 
_d3277 		okay .
_d3277 
_d3277 		xxx . 
_d3277 		boy  boy . 
_d3277 		Sweetie , are you gonna read the story until I get there ? 
_d3277 		what's happening in the story ? 
_d3277 		I don't know what's happening in that story . 
_d3277 		would you like chocolate+milk or strawberry+milk , Honey ? 
_d3277 		okay .
_d3277 
_d3277 		what's happening in the story , Honey ? 
_d3277 		what's Corduroy looking for ? 
_d3277 		tada: .
_d3277 		tada: .
_d3277 		tada: .
_d3277 
_d3277 		oh my gosh , what do you say ?
_d3277 
_d3277 		you're welcome .
_d3277 
_d3277 		please .
_d3277 		xxx . 
_d3277 		hmmm . 
_d3277 		what's this book about ? 
_d3277 		Co:rduroy: ?
_d3277 
_d3277 		is Corduroy a little bear ? 
_d3277 		what's he wearing ? 
_d3277 		is he wearing overalls ? 
_d3277 		yes .
_d3277 
_d3277 		what color are they ? 
_d3277 		xxx o:h . 
_d3277 		late one summer afternoon , Lisa and her mother took their laundry to the laundromat . 
_d3277 		as always on such trips , Lisa took along her toy bear , Corduroy . 
_d3277 		xxx a laundromat was a busy place at this hour . 
_d3277 		now , Corduroy , you sit right here and wait for me , Lisa said . 
_d3277 		I'm going to help with our wash .
_d3277 
_d3277 		Corduroy waited patiently (.) then he suddenly perked up his ears . 
_d3277 		you don't want your precious things to get all wet and soapy . 
_d3277 		pockets , said Corduroy to himself . 
_d3277 		I don't have a pocket .
_d3277 
_d3277 		he slid off the chair . 
_d3277 		I must go find something to make a pocket out of , he said , and he began to look around .
_d3277 
_d3277 		first he came to a pile of fancy towels and wash+cloths , but nothing was the right size or color . 
_d3277 		then he saw a huge stack of colorful clothes in a laundry basket . 
_d3277 		there ought_to be something in there to make a pocket out of , he said . 
_d3277 		without hesitating , he climbed inside the bag , which was filled with pieces of wet laundry . 
_d3277 		the dampness didn't bother Corduroy in the least . 
_d3277 		this must be a ca:ve , he said , sighing happily . 
_d3277 		I've always wanted to live in a dark , cool cave .
_d3277 
_d3277 		when the time came for Lisa to fetch her bear , he was gone ! 
_d3277 		oh Mommy , she said , Corduroy isn't here where I left him ! 
_d3277 		I'm sorry , Honey , said her mother , but the Laundromat will be closing soon and we must be getting home . 
_d3277 		Lisa was reluctant to leave without Corduroy , but her mother insisted . 
_d3277 		you can come back tomorrow , she said . 
_d3277 		I'm sure he will still be here .
_d3277 
_d3277 		before he knew it , Corduroy was being tossed together with all the sheets and shirts and shorts and slacks +... 
_d3277 		into the dryer .
_d3277 
_d3277 		but just as the artist was shutting the glass door , Corduroy tumbled out onto the floor . 
_d3277 		how in thunder did that bear ever get mixed up with my things , the artist wondered . 
_d3277 		poor Corduroy was damp all over . 
_d3277 		the least I can do for him is give his overalls a good drying , said the man thoughtfully . 
_d3277 		Corduroy grew dizzy as he watched the clothes spinning round , but the artist became inspired . 
_d3277 		this would make a wonderful painting , he said as he took out his sketch+pad and began drawing the swirling colors . 
_d3277 		I can hardly wait to get back to my studio . 
_d3277 		finally , the dryer stopped whirling and the man gathered up the clothes . 
_d3277 		and he helped Corduroy put on his warm , dry overalls . 
_d3277 		all at once , the manager of the laundromat called , closing time , everybody out . 
_d3277 		Corduroy was gently placed on top of a washing machine . 
_d3277 		I wonder who that bear belongs to , said the artist as he was leaving . 
_d3277 		it seems to me he should have his name someplace . 
_d3277 		he's too fine a fellow to be lost . 
_d3277 		as soon as the lights were turned off , Corduroy began searching +//. 
_d3277 		began his search again . 
_d3277 		he was surprised to see something white glowing in the dark . 
_d3277 		what is it ?
_d3277 
_d3277 		maybe it's snow , he said . 
_d3277 		I've always wanted to play in the snow .
_d3277 
_d3277 		he accidentally tipped over the open+lidded box and suddenly he was covered in soft , slippery soap flakes .
_d3277 		it's soap ! 
_d3277 		gradually , Corduroy began to slip and slide . 
_d3277 		what fun , he said with a smile ! 
_d3277 		I've always wanted to ski down a steep mountainside .
_d3277 
_d3277 		he landed paws first in an empty laundry basket . 
_d3277 		this must be a cage , he said . 
_d3277 		I've never wanted to live inside a cage . 
_d3277 		but by now , Corduroy was drowsy , and soon he nodded off to +... 
_d3277 		oh , he's sleeping .
_d3277 
_d3277 		next morning , when the manager came to open the door of the laundromat , Lisa was waiting . 
_d3277 		I left something here yesterday , she said . 
